FIELD,ID,RA_y,DEC_y,z_50_y,HeII-4687_FLUX,HeII-4687_FLUX_ERR,NeV-3426_FLUX,NeV-3426_FLUX_ERR,Ha_FLUX_y,Ha_FLUX_ERR_y,Hb_FLUX_y,Hb_FLUX_ERR_y,NeIII-3867_FLUX_y,NeIII-3867_FLUX_ERR_y,OII_FLUX_y,OII_FLUX_ERR_y,OIII_FLUX_y,OIII_FLUX_ERR_y,DL,NeV_L_ERR,NeV_L,HeII_L_ERR,HeII_L,id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,restUjohnson,restVjohnson
GN7,18180,189.09795842,62.23176246700001,1.6703727901896968,0.641422275407985,0.41007232068012905,-99.0,-99.0,-99.0,-99.0,0.9850209412250771,0.37503511116537497,1.97560232956339,0.649281368320005,5.6052461362801385,0.6591373185334181,8.39906443188203,0.39821899105201897,12714.715566522163,-1.914877174358704e+43,-1.914877174358704e+43,7.931698249562438e+40,1.2406513881858308e+41,18180,189.09796113,62.23176061,11.9847,11.12,0.7422,0.160101,0,0.30468,0.0195403,0.4,0.47128000000000003,0.59183,-20.384891,-20.821223,1.67113,-1.0,2,1.6301,9.53,11.9847,0.13811400000000001,-21.668000000000003,-1.5302,,
GN7,17179,189.09980933,62.22680000699999,1.380230335335108,0.452271563166625,0.373276157252552,-99.0,-99.0,2.5320730499477597,0.287049924255842,0.36839595550515897,0.47305366035972296,0.681090030328657,0.599267426093812,0.9465371019575242,0.639394425497626,1.9388966037026998,0.474145528674588,10037.887788449902,-1.1934721710491456e+43,-1.1934721710491456e+43,4.499946523202884e+40,5.452257822184472e+40,17179,189.09981032,62.22679985,2.00275,1.922,1.2114,0.475587,0,0.186138,0.020981299999999998,0.1,0.22509,0.29223000000000005,-19.214788000000002,-19.920198000000003,1.3192,-1.0,3,1.3192,9.34,2.00275,0.061797000000000005,-18.448,-1.8336,,
GN7,17179,189.09980933,62.22680000699999,1.380230335335108,0.452271563166625,0.373276157252552,-99.0,-99.0,2.5320730499477597,0.287049924255842,0.36839595550515897,0.47305366035972296,0.681090030328657,0.599267426093812,0.9465371019575242,0.639394425497626,1.9388966037026998,0.474145528674588,10037.887788449902,-1.1934721710491456e+43,-1.1934721710491456e+43,4.499946523202884e+40,5.452257822184472e+40,17179,53.16387579999999,-27.832344899999995,0.152305,0.5558,0.2469,0.0816397,0,0.14916600000000002,0.020983500000000002,0.5,0.038783,0.09309450000000001,,,0.9426,-1.0,3,0.9426,8.18,0.152305,0.021674099999999998,-2.95951,-0.6155,-15.890844,-16.669797
GN7,15127,189.173707,62.216187483,1.6480313885966882,3.0311234201778197,0.6238896928847341,0.945373282072166,0.8022962126255971,30.5106875784865,4.56247407968332,6.547568697471349,0.5754737916198679,0.882105368737291,0.6560503629111128,4.3620058881214705,0.5441932833141331,12.1337861345172,0.6256739931727461,12504.789039075371,1.5009972965336876e+41,1.7686768531059973e+41,1.167220694325064e+41,5.670858203677e+41,15127,189.17371066,62.21618374,16.2087,20.48,1.1615,0.919385,0,0.196866,0.050698900000000005,0.4,0.9776299999999999,1.23543,-20.994324,-21.541388,1.6464,1.6464,1,1.6666,9.94,16.2087,1.3146799999999998,-22.0241,-1.5662,,
GN7,15127,189.173707,62.216187483,1.6480313885966882,3.0311234201778197,0.6238896928847341,0.945373282072166,0.8022962126255971,30.5106875784865,4.56247407968332,6.547568697471349,0.5754737916198679,0.882105368737291,0.6560503629111128,4.3620058881214705,0.5441932833141331,12.1337861345172,0.6256739931727461,12504.789039075371,1.5009972965336876e+41,1.7686768531059973e+41,1.167220694325064e+41,5.670858203677e+41,15127,53.0494152,-27.8419022,1.06633,3.3930000000000002,1.2759,0.0468967,0,0.11958599999999998,0.00154146,0.6,0.702458,2.0946599999999997,,,0.5181,0.5181,1,0.5209,8.98,1.06633,0.143531,-1.1666299999999998,-0.7237,-18.036564000000002,-18.865354
GN7,12435,189.1374505,62.20380927400004,1.9827998535554052,1.61676424830996,0.6993258739598179,0.566537243606411,0.506378424382061,-99.0,-99.0,1.4985490685851899,0.6460922692774,1.59391764395683,1.23268837694217,4.39188265660869,0.428717749021239,4.133879550846411,0.7013778302632231,15707.568646472046,1.4948084873429347e+41,1.6723948718237211e+41,2.0643815010272467e+41,4.7726222209319784e+41,12435,189.13745339,62.20380722,12.7839,11.36,0.5753,0.060315,0,0.30111,0.00666923,0.4,0.36762,0.52356,-20.476383,-20.959616,1.9787400000000002,-1.0,2,1.954,9.61,12.7839,0.63737,-24.4397,-1.5662,,
GN7,10964,189.14307684,62.196681541,1.5078722034416832,2.25639945554719,0.7052151228742529,0.35896522938543896,1.00954421605325,3.8067946272095696,0.47664019747531505,0.7526102030589881,0.6325407397476001,1.3069583007658898,0.736464844550376,4.8922247805320795,0.8223371364835541,9.041815035143511,0.7130940744499341,11201.80382517862,1.5156317676189487e+41,5.389155784123645e+40,1.0587415848035918e+41,3.3875392884079823e+41,10964,189.14307942,62.19668000000001,4.51697,3.985,0.9358,0.105551,0,0.158388,0.00408021,0.0,0.35498,0.36648000000000003,-19.525852,-19.991598,1.5178,-1.0,3,1.5178,9.16,4.51697,0.161406,-21.7027,-1.8143,,
GN7,19464,189.08706093,62.237621084,2.087625181329412,1.5029636507913302,0.513339733792971,4.57016069800563,1.3519956512459401,-99.0,-99.0,1.23150188055167,0.4928946562564871,3.83036612899589,0.9400759758961772,4.712521389420361,0.8327263338709949,8.740661964195,0.543126253197519,16733.348188310243,4.529324325864217e+41,1.5310507843356978e+42,1.7197408449934525e+41,5.035082633694461e+41,19464,189.08706393,62.23762076,102.014,102.014,2.4157,1.19208,0,0.4059,0.133026,0.8,0.30903,0.75754,-21.338376,-22.657364,2.08793,-1.0,2,1.4984,10.97,251.657,11.4097,92.1504,-0.3037,,
GN7,21898,189.12147181,62.249754889999984,1.9159442051065099,0.903063576749908,0.27397878897142897,-99.0,-99.0,-99.0,-99.0,1.09588547732685,0.261567404075359,1.16010125284188,0.7850903578612239,6.1323047932981885,0.92247225107647,0.4437999484988121,0.31077270246067895,15058.707691076912,-2.6859815804173726e+43,-2.6859815804173726e+43,7.433353339417338e+40,2.450113265753619e+41,21898,189.121479,62.24973484,0.0,8.285,0.2,0.00310096,2,0.700176,0.00226774,1.2,0.17842,0.3269,-19.779683,-20.498312,1.7068,-1.0,3,1.7068,9.76,0.0,0.0,0.0,-1.0414,,
GS4,24763,53.151610263,-27.796426176999997,1.773948988611268,1.7588167635413998,0.819281795072133,0.488552667378927,1.12989206303908,-99.0,-99.0,3.2147172022861303,0.7412031434481999,1.69030001360883,1.16226414940691,8.19277770773883,0.9153862255286899,8.37537237140835,0.7995940441939341,13695.436782069773,2.5356024470960484e+41,1.096366086163456e+41,1.838558737069642e+41,3.94697886241801e+41,24763,189.25283294,62.26374729,1.8321599999999998,2.234,0.2,0.0415393,2,0.406074,0.0293324,0.0,0.09971000000000001,0.11602,-18.584818,-18.957272,1.8687,-1.0,3,1.8687,8.92,1.8321599999999998,0.20014200000000001,-22.4295,-1.6751,,
GS4,25465,53.151253748,-27.792403374000003,1.8470487132730902,0.4010834786047439,0.282139658661676,0.40450613476249203,0.405836677483128,-99.0,-99.0,1.94590751709167,0.27313333111949695,0.7295425954898579,0.29133593100196004,5.110904691518691,0.351224415467621,13.7667898383303,0.32587830374894394,14394.654200796176,1.006111691614075e+41,1.0028131366492404e+41,6.994538073984644e+40,9.943280130324174e+40,25465,189.33832569,62.26689529,2.76057,2.7230000000000003,1.8659999999999999,0.180898,0,0.102336,0.00381487,0.0,0.14288,0.17496,-19.471981,-19.887202,1.8269,-1.0,3,1.8269,8.77,2.76057,0.12879100000000002,-35.4557,-1.9694,,
