FIELD,ID,RA_y,DEC_y,z_50_y,HeII-4687_FLUX,HeII-4687_FLUX_ERR,NeV-3426_FLUX,NeV-3426_FLUX_ERR,Ha_FLUX_y,Ha_FLUX_ERR_y,Hb_FLUX_y,Hb_FLUX_ERR_y,NeIII-3867_FLUX_y,NeIII-3867_FLUX_ERR_y,OII_FLUX_y,OII_FLUX_ERR_y,OIII_FLUX_y,OIII_FLUX_ERR_y,DL,NeV_L_ERR,NeV_L,HeII_L_ERR,HeII_L,id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,restUjohnson,restVjohnson,LOG_X_FLUX,LOG_X_LUM,X_CLASS
GN2,19913,189.14832276,62.24000089900001,2.010370267224622,10.254366703106099,1.23824467766201,14.7211905615392,1.91158469086823,-99.0,-99.0,8.45312906279204,1.17207327468415,5.73072479459785,3.1428069575365605,5.2949126736470715,1.68435626971645,43.629649145302096,1.40445347536979,15976.386947176465,5.837718029717117e+41,4.495650125810866e+42,3.781429781541945e+41,3.131543251628802e+42,19913,189.14828999,62.24000378,836.334,836.334,7.3863,2.13349,1,1.82494,0.424138,0.9,0.83539,1.81505,-22.421223,-23.6744,2.005,2.005,1,1.9111,11.57,1099.85,36.7538,819.552,-0.9377,,,-14.723538,43.920123,b'AGN'
GN2,19913,189.14832276,62.24000089900001,2.010370267224622,10.254366703106099,1.23824467766201,14.7211905615392,1.91158469086823,-99.0,-99.0,8.45312906279204,1.17207327468415,5.73072479459785,3.1428069575365605,5.2949126736470715,1.68435626971645,43.629649145302096,1.40445347536979,15976.386947176465,5.837718029717117e+41,4.495650125810866e+42,3.781429781541945e+41,3.131543251628802e+42,19913,189.14828999,62.24000378,836.334,836.334,7.3863,2.13349,1,1.82494,0.424138,0.9,0.83539,1.81505,-22.421223,-23.6744,2.005,2.005,1,1.9111,11.57,1099.85,36.7538,819.552,-0.9377,,,-14.723538,43.920123,b'AGN'
GN7,19913,189.14832276,62.24000089900001,2.010370267224622,10.254366703106099,1.23824467766201,14.7211905615392,1.91158469086823,-99.0,-99.0,8.45312906279204,1.17207327468415,5.73072479459785,3.1428069575365605,5.2949126736470715,1.68435626971645,43.629649145302096,1.40445347536979,15976.386947176465,5.837718029717117e+41,4.495650125810866e+42,3.781429781541945e+41,3.131543251628802e+42,19913,189.14828999,62.24000378,836.334,836.334,7.3863,2.13349,1,1.82494,0.424138,0.9,0.83539,1.81505,-22.421223,-23.6744,2.005,2.005,1,1.9111,11.57,1099.85,36.7538,819.552,-0.9377,,,-14.723538,43.920123,b'AGN'
GN7,19913,189.14832276,62.24000089900001,2.010370267224622,10.254366703106099,1.23824467766201,14.7211905615392,1.91158469086823,-99.0,-99.0,8.45312906279204,1.17207327468415,5.73072479459785,3.1428069575365605,5.2949126736470715,1.68435626971645,43.629649145302096,1.40445347536979,15976.386947176465,5.837718029717117e+41,4.495650125810866e+42,3.781429781541945e+41,3.131543251628802e+42,19913,189.14828999,62.24000378,836.334,836.334,7.3863,2.13349,1,1.82494,0.424138,0.9,0.83539,1.81505,-22.421223,-23.6744,2.005,2.005,1,1.9111,11.57,1099.85,36.7538,819.552,-0.9377,,,-14.723538,43.920123,b'AGN'
GN2,21290,189.26806046,62.246179592,2.2164786062524704,1.52284133524926,0.7896820069109739,8.83993386311316,1.03551340169217,-99.0,-99.0,5.901042662462079,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.80635188315341,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.0637262044760518e+41,5.9081615931872675e+41,21290,189.26806908,62.24617887,269.557,269.557,8.0,2.0441,2,0.17274,0.0251377,0.1,0.65354,0.68497,-21.467971,-22.57789,2.214,2.214,1,1.3993,10.52,364.967,2.53406,258.49,-0.6099,,,-16.12436,42.640481,b'AGN'
GN2,21290,189.26806046,62.246179592,2.2164786062524704,1.52284133524926,0.7896820069109739,8.83993386311316,1.03551340169217,-99.0,-99.0,5.901042662462079,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.80635188315341,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.0637262044760518e+41,5.9081615931872675e+41,21290,189.26806908,62.24617887,269.557,269.557,8.0,2.0441,2,0.17274,0.0251377,0.1,0.65354,0.68497,-21.467971,-22.57789,2.214,2.214,1,1.3993,10.52,364.967,2.53406,258.49,-0.6099,,,-16.12436,42.640481,b'AGN'
GN2,21290,189.26806046,62.246179592,2.2164786062524704,1.52284133524926,0.7896820069109739,8.83993386311316,1.03551340169217,-99.0,-99.0,5.901042662462079,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.80635188315341,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.0637262044760518e+41,5.9081615931872675e+41,21290,53.0426259,-27.8113896,0.00475576,0.01513,0.9194,0.280575,0,0.17535599999999998,0.016851599999999998,0.0,0.0557591,0.177404,,,0.3778,-1.0,3,0.3778,7.63,0.00475576,0.0008883989999999998,-0.094367,-0.7508,-12.64009,-13.830387,-16.12436,42.640481,b'AGN'
GN2,21290,189.26806046,62.246179592,2.2164786062524704,1.52284133524926,0.7896820069109739,8.83993386311316,1.03551340169217,-99.0,-99.0,5.901042662462079,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.80635188315341,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.0637262044760518e+41,5.9081615931872675e+41,21290,53.0426259,-27.8113896,0.00475576,0.01513,0.9194,0.280575,0,0.17535599999999998,0.016851599999999998,0.0,0.0557591,0.177404,,,0.3778,-1.0,3,0.3778,7.63,0.00475576,0.0008883989999999998,-0.094367,-0.7508,-12.64009,-13.830387,-16.12436,42.640481,b'AGN'
GN4,21290,189.26806046,62.246179592,2.2164786062524704,1.52284133524926,0.7896820069109739,8.83993386311316,1.03551340169217,-99.0,-99.0,5.901042662462079,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.80635188315341,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.0637262044760518e+41,5.9081615931872675e+41,21290,189.26806908,62.24617887,269.557,269.557,8.0,2.0441,2,0.17274,0.0251377,0.1,0.65354,0.68497,-21.467971,-22.57789,2.214,2.214,1,1.3993,10.52,364.967,2.53406,258.49,-0.6099,,,-16.12436,42.640481,b'AGN'
GN4,21290,189.26806046,62.246179592,2.2164786062524704,1.52284133524926,0.7896820069109739,8.83993386311316,1.03551340169217,-99.0,-99.0,5.901042662462079,0.8097102151220639,6.72693887734339,1.06186835654426,7.71148800768648,1.15095632010372,75.80635188315341,1.1572383215869,18007.467502131556,4.017477308696104e+41,3.4296256955628296e+42,3.0637262044760518e+41,5.9081615931872675e+41,21290,189.26806908,62.24617887,269.557,269.557,8.0,2.0441,2,0.17274,0.0251377,0.1,0.65354,0.68497,-21.467971,-22.57789,2.214,2.214,1,1.3993,10.52,364.967,2.53406,258.49,-0.6099,,,-16.12436,42.640481,b'AGN'
