FIELD,ID,RA_y,DEC_y,z_50_y,HeII-4687_FLUX,HeII-4687_FLUX_ERR,NeV-3426_FLUX,NeV-3426_FLUX_ERR,Ha_FLUX_y,Ha_FLUX_ERR_y,Hb_FLUX_y,Hb_FLUX_ERR_y,NeIII-3867_FLUX_y,NeIII-3867_FLUX_ERR_y,OII_FLUX_y,OII_FLUX_ERR_y,OIII_FLUX_y,OIII_FLUX_ERR_y,DL,NeV_L_ERR,NeV_L,HeII_L_ERR,HeII_L,id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,restUjohnson,restVjohnson
GN5,33438,189.1828782698184,62.3127340323187,1.683270498875124,2.05314939214091,1.03901206462678,0.129538227663445,1.0720547789644799,-99.0,-99.0,3.095677916208,0.9517855576872939,1.98816021107918,1.02684506333443,10.5263916548049,0.9226988404131871,22.1705702241773,1.01386702014056,12836.173157751435,2.1133943418563504e+41,2.553650828015152e+40,2.0482556130422098e+41,4.047474432722222e+41,33438,189.1828641,62.31272664,14.232,10.04,0.3913,0.0202272,0,0.343584,0.00349823,0.0,0.48402,0.61351,-20.29558,-20.752031,1.67915,-1.0,2,1.6532,9.3,14.232,0.522367,-21.4812,-1.6067,,
GN3,35269,189.2729529,62.32691829099998,1.629864946197676,0.501469648350737,0.836708764955363,-99.0,-99.0,4.51264078416766,4.05969642683015,1.4668846921657799,0.760631012477688,1.0676937891698,0.611789658360773,5.0298143935367605,0.537866068252838,7.880918481887369,0.807231946138855,12334.529596117844,-1.802074770786824e+43,-1.802074770786824e+43,1.5230421775982446e+41,9.128139410183874e+40,35269,189.27296404,62.32691702,7.88889,6.421,0.4512,0.321291,0,0.222978,0.0283655,0.0,0.46987,0.55854,-20.101058,-20.526507,1.62873,-1.0,2,1.6773,9.38,7.88889,0.123686,-22.3198,-1.7873,,
GN3,35269,189.2729529,62.32691829099998,1.629864946197676,0.501469648350737,0.836708764955363,-99.0,-99.0,4.51264078416766,4.05969642683015,1.4668846921657799,0.760631012477688,1.0676937891698,0.611789658360773,5.0298143935367605,0.537866068252838,7.880918481887369,0.807231946138855,12334.529596117844,-1.802074770786824e+43,-1.802074770786824e+43,1.5230421775982446e+41,9.128139410183874e+40,35269,53.1485102,-27.7481219,2.84996,3.739,2.29,0.747262,0,0.111582,0.0199286,1.0,0.0505155,0.0874837,,,0.2078,-1.0,3,0.2078,6.63,2.84996,0.276412,-64.5681,-1.5194,-19.165634,-19.568935
GN3,34470,189.26023761,62.32050135,1.987366427448259,0.703438773323836,0.684148116806417,0.215307570698658,0.472609371421113,-99.0,-99.0,1.4391257611336798,0.636388701850005,1.4481069786237601,1.08254656080224,5.22123086148179,0.41541863174682303,8.11006321406587,0.766665526944661,15752.044745901161,1.4030354096589812e+41,6.391835708833271e+40,2.0310304690839878e+41,2.0882986398105288e+41,34470,189.26023735,62.32049803,20.547,26.23,1.5331,1.00177,0,0.230502,0.0609164,0.0,0.84666,1.10619,-21.269826,-21.774548,1.98918,-1.0,2,1.9614,9.83,20.547,2.23853,-24.8012,-1.5807,,
GN3,26652,189.26198636,62.272441379,1.864864413426283,-99.0,-99.0,1.30591852009084,0.580670057920214,-99.0,-99.0,2.33325775684244,0.684822279157419,1.68075028769757,0.444295010781684,6.06217766455327,0.518825530534121,14.4944537424557,0.7288146496373621,14565.911908525632,1.4739991047112561e+41,3.3150025615824636e+41,-2.5130607196981574e+43,-2.5130607196981574e+43,26652,189.26198336,62.27243953,11.0126,10.32,1.1948,0.0615677,0,0.301614,0.00613013,0.0,0.6597,0.7013,-20.489297,-20.812866,1.862,1.862,1,1.5581,9.51,11.0126,0.323191,-20.8852,-1.852,,
GN3,26652,189.26198636,62.272441379,1.864864413426283,-99.0,-99.0,1.30591852009084,0.580670057920214,-99.0,-99.0,2.33325775684244,0.684822279157419,1.68075028769757,0.444295010781684,6.06217766455327,0.518825530534121,14.4944537424557,0.7288146496373621,14565.911908525632,1.4739991047112561e+41,3.3150025615824636e+41,-2.5130607196981574e+43,-2.5130607196981574e+43,26652,53.080705,-27.7878422,1.68523,3.461,2.6939,0.0981037,0,0.130674,0.00202102,0.1,0.148394,0.636323,,,1.12442,-1.0,2,1.1218,10.26,1.68523,0.165388,-7.95405,-0.9817,-19.173897,-20.700806
GN4,26652,189.26198636,62.272441379,1.864864413426283,-99.0,-99.0,1.30591852009084,0.580670057920214,-99.0,-99.0,2.33325775684244,0.684822279157419,1.68075028769757,0.444295010781684,6.06217766455327,0.518825530534121,14.4944537424557,0.7288146496373621,14565.911908525632,1.4739991047112561e+41,3.3150025615824636e+41,-2.5130607196981574e+43,-2.5130607196981574e+43,26652,189.26198336,62.27243953,11.0126,10.32,1.1948,0.0615677,0,0.301614,0.00613013,0.0,0.6597,0.7013,-20.489297,-20.812866,1.862,1.862,1,1.5581,9.51,11.0126,0.323191,-20.8852,-1.852,,
GN4,26652,189.26198636,62.272441379,1.864864413426283,-99.0,-99.0,1.30591852009084,0.580670057920214,-99.0,-99.0,2.33325775684244,0.684822279157419,1.68075028769757,0.444295010781684,6.06217766455327,0.518825530534121,14.4944537424557,0.7288146496373621,14565.911908525632,1.4739991047112561e+41,3.3150025615824636e+41,-2.5130607196981574e+43,-2.5130607196981574e+43,26652,53.080705,-27.7878422,1.68523,3.461,2.6939,0.0981037,0,0.130674,0.00202102,0.1,0.148394,0.636323,,,1.12442,-1.0,2,1.1218,10.26,1.68523,0.165388,-7.95405,-0.9817,-19.173897,-20.700806
GN3,34721,189.3180489,62.322352404,2.122199976259269,-99.0,-99.0,2.1933985197543002,1.06808996725851,-99.0,-99.0,2.96811195425211,0.65900887065774,1.34914327969726,0.897050879366832,8.55932444765588,1.08732781360022,23.7897085348519,0.8319392727415511,17073.838788144694,3.725311712281385e+41,7.650191880665513e+41,-3.452947512113415e+43,-3.452947512113415e+43,34721,189.31804711,62.32234956,34.0073,34.0073,0.9021,0.439163,0,0.182334,0.0222378,0.3,0.63808,1.01054,-21.366289,-22.008818,2.1231,2.1231,1,2.3264,9.88,80.0382,4.91024,21.3699,-1.1239,,
GN3,34721,189.3180489,62.322352404,2.122199976259269,-99.0,-99.0,2.1933985197543002,1.06808996725851,-99.0,-99.0,2.96811195425211,0.65900887065774,1.34914327969726,0.897050879366832,8.55932444765588,1.08732781360022,23.7897085348519,0.8319392727415511,17073.838788144694,3.725311712281385e+41,7.650191880665513e+41,-3.452947512113415e+43,-3.452947512113415e+43,34721,53.2064436,-27.7506041,1.99869,4.26,0.3193,0.137772,0,0.28239,0.0401218,0.0,1.66946,0.0988831,,,1.2591,-1.0,3,1.2591,8.69,1.99869,0.275013,-22.4292,-0.7649,-18.237003,-19.091249
GN3,36512,189.21561906,62.33912736700001,1.360468720530498,0.839069186525509,0.158467149835318,3.01536219291622,0.854029399831102,-99.0,-99.0,3.8669123674724,0.167856090279118,0.801751095846753,0.39887096138480904,1.81696716300237,0.494797088799781,6.07081856723683,0.20313376695488802,9859.783216151573,9.933447101004832e+40,3.5072493803640565e+41,1.8431743104481491e+40,9.759440810916638e+40,36512,189.21561767,62.33912339,10.8519,10.18,0.4129,0.32237,0,0.378396,0.0588864,0.4,0.33432,0.46217,-20.165766,-20.908913,1.6945,-1.0,3,1.6945,9.81,10.8519,0.746215,-21.1136,-1.3824,,
GN3,31128,189.2138655140478,62.29747924876376,1.864733795690193,1.42023955217872,0.77363279328955,3.91994848950599,1.53559547500396,-99.0,-99.0,2.86975014639574,0.770783975755704,2.14403886248609,1.25517080898396,7.44515051354737,1.28603278552431,2.73783631154095,0.777671927560196,14564.655132724014,3.897352289125651e+41,9.948857278829513e+41,1.9634855578497485e+41,3.604578132646719e+41,31128,189.21386281,62.29747679,322.599,322.599,1.1842,0.871146,0,0.332886,0.108272,1.3,0.25131,0.503,-20.751685,-21.727018,1.53324,-1.0,2,1.6702,10.23,200.364,0.680648,318.969,-0.8853,,
GN5,31128,189.2138655140478,62.29747924876376,1.864733795690193,1.42023955217872,0.77363279328955,3.91994848950599,1.53559547500396,-99.0,-99.0,2.86975014639574,0.770783975755704,2.14403886248609,1.25517080898396,7.44515051354737,1.28603278552431,2.73783631154095,0.777671927560196,14564.655132724014,3.897352289125651e+41,9.948857278829513e+41,1.9634855578497485e+41,3.604578132646719e+41,31128,189.21386281,62.29747679,322.599,322.599,1.1842,0.871146,0,0.332886,0.108272,1.3,0.25131,0.503,-20.751685,-21.727018,1.53324,-1.0,2,1.6702,10.23,200.364,0.680648,318.969,-0.8853,,
GN3,31922,189.33562255,62.301781951,1.747227846222083,-99.0,-99.0,0.321196497532166,2.21521757575329,-99.0,-99.0,1.24065095878098,1.09261522631513,1.9760770361796798,1.90612449375555,1.4217394948068698,1.8255322864828,5.553564281993769,1.26550653472784,13441.27450320085,4.788392244321383e+41,6.942951493887503e+40,-2.1399741378749888e+43,-2.1399741378749888e+43,31922,189.33562199,62.30177977,8.14515,5.572,2.4464,2.63257,0,0.080832,0.0304508,0.6,0.23673,0.31273,-19.593981,-20.215704,1.7012,-1.0,3,1.7012,9.38,8.14515,0.253495,-20.3515,-1.5662,,
GN3,31922,189.33562255,62.301781951,1.747227846222083,-99.0,-99.0,0.321196497532166,2.21521757575329,-99.0,-99.0,1.24065095878098,1.09261522631513,1.9760770361796798,1.90612449375555,1.4217394948068698,1.8255322864828,5.553564281993769,1.26550653472784,13441.27450320085,4.788392244321383e+41,6.942951493887503e+40,-2.1399741378749888e+43,-2.1399741378749888e+43,31922,53.217349,-27.7652391,0.0632418,0.702,1.5894,1.29404,0,0.55962,0.279243,0.0,-99.0,0.0865456,,,1.0216,-1.0,3,1.0216,8.14,0.0632418,0.0103992,-1.16663,0.4365,-14.651088,-15.46004
GN3,30511,189.23978021,62.29342603700001,1.48972733727871,0.624596939334266,1.23322967416182,1.39380550450891,1.40974216284128,-99.0,-99.0,5.14126218625661,1.06553130181723,2.04382543230778,1.47847271395481,1.30552210360756,1.55940672767912,6.47154520824249,1.11787988671884,11034.971173150461,2.0538774373990464e+41,2.030659047654341e+41,1.7967133775632938e+41,9.099859498999626e+40,30511,189.23978001,62.29342382,22.4735,22.4735,0.9571,0.00396516,0,0.317808,0.000463665,1.3,0.14982,0.29195,-19.333847,-20.358046,1.4366,-1.0,3,1.4366,9.72,15.5848,0.548314,20.7703,-0.4612,,
GN4,30511,189.23978021,62.29342603700001,1.48972733727871,0.624596939334266,1.23322967416182,1.39380550450891,1.40974216284128,-99.0,-99.0,5.14126218625661,1.06553130181723,2.04382543230778,1.47847271395481,1.30552210360756,1.55940672767912,6.47154520824249,1.11787988671884,11034.971173150461,2.0538774373990464e+41,2.030659047654341e+41,1.7967133775632938e+41,9.099859498999626e+40,30511,189.23978001,62.29342382,22.4735,22.4735,0.9571,0.00396516,0,0.317808,0.000463665,1.3,0.14982,0.29195,-19.333847,-20.358046,1.4366,-1.0,3,1.4366,9.72,15.5848,0.548314,20.7703,-0.4612,,
GN3,30529,189.33446511,62.29348321099999,2.01037161620025,-99.0,-99.0,7.881927906431421,3.70283103652201,-99.0,-99.0,3.29453185652832,0.6557791324179361,2.20713714358435,1.8133605600275098,6.81239444440903,1.23678101974424,19.0100879839769,0.754482527870007,15976.400117324683,1.1307957865874737e+42,2.4070368803947713e+42,-3.023329494864313e+43,-3.023329494864313e+43,30529,189.3344651,62.29347569,12.9593,15.93,0.6697,0.59371,0,0.18129,0.0324355,0.0,0.60312,0.73737,-20.77287,-21.191481,2.01169,-1.0,2,2.0758,9.46,12.9593,1.35502,-25.542,-1.6508,,
GN3,28073,189.25705597,62.28104838600002,1.751822994300403,1.68673783630751,1.38564556549001,-99.0,-99.0,-99.0,-99.0,5.4776087560079,1.27699412964577,3.4880951097877304,1.9162937511332099,5.610546778697209,1.91274051984053,10.570229944961,1.3967574731903298,13484.926126304694,-2.1538961849519485e+43,-2.1538961849519485e+43,3.0146835325298153e+41,3.6697557481180306e+41,28073,189.25705887,62.28104975,21.9615,21.18,0.3752,0.0020473,0,0.35892,0.000379505,0.2,1.50742,1.60308,-21.350774,-21.685094,1.74,1.74,1,1.7411,9.73,21.9615,1.56367,-20.4725,-1.852,,
GN4,28073,189.25705597,62.28104838600002,1.751822994300403,1.68673783630751,1.38564556549001,-99.0,-99.0,-99.0,-99.0,5.4776087560079,1.27699412964577,3.4880951097877304,1.9162937511332099,5.610546778697209,1.91274051984053,10.570229944961,1.3967574731903298,13484.926126304694,-2.1538961849519485e+43,-2.1538961849519485e+43,3.0146835325298153e+41,3.6697557481180306e+41,28073,189.25705887,62.28104975,21.9615,21.18,0.3752,0.0020473,0,0.35892,0.000379505,0.2,1.50742,1.60308,-21.350774,-21.685094,1.74,1.74,1,1.7411,9.73,21.9615,1.56367,-20.4725,-1.852,,
GN3,34179,189.21322199,62.31785303900001,1.609606073265577,-99.0,-99.0,0.386425157051605,0.531172470153477,41.3544747423201,19.1558005956954,1.60885835692626,0.587587693902382,1.01218573387763,0.422872927618472,4.39206481594565,0.392056131767381,15.552236011591,0.637971051162613,12145.129963235413,9.374159102392912e+40,6.8196510679897505e+40,-1.7471570973336583e+43,-1.7471570973336583e+43,34179,189.21321781,62.31785995,3.29515,3.275,0.3436,0.946472,0,0.160146,0.108978,0.0,0.40799,0.39374,-19.755972,-19.938936,1.6421,-1.0,3,1.6421,8.86,3.29515,0.0781184,-22.5053,-2.0682,,
GN3,34179,189.21322199,62.31785303900001,1.609606073265577,-99.0,-99.0,0.386425157051605,0.531172470153477,41.3544747423201,19.1558005956954,1.60885835692626,0.587587693902382,1.01218573387763,0.422872927618472,4.39206481594565,0.392056131767381,15.552236011591,0.637971051162613,12145.129963235413,9.374159102392912e+40,6.8196510679897505e+40,-1.7471570973336583e+43,-1.7471570973336583e+43,34179,53.0962094,-27.7525361,12.0988,12.0988,0.3013,0.0146458,0,0.75504,0.00761024,1.8,0.216308,1.27465,,,0.995,0.995,1,0.9285,10.18,10.798,0.764721,11.0466,-0.1899,-19.346049,-20.63306
GN5,34179,189.21322199,62.31785303900001,1.609606073265577,-99.0,-99.0,0.386425157051605,0.531172470153477,41.3544747423201,19.1558005956954,1.60885835692626,0.587587693902382,1.01218573387763,0.422872927618472,4.39206481594565,0.392056131767381,15.552236011591,0.637971051162613,12145.129963235413,9.374159102392912e+40,6.8196510679897505e+40,-1.7471570973336583e+43,-1.7471570973336583e+43,34179,189.21321781,62.31785995,3.29515,3.275,0.3436,0.946472,0,0.160146,0.108978,0.0,0.40799,0.39374,-19.755972,-19.938936,1.6421,-1.0,3,1.6421,8.86,3.29515,0.0781184,-22.5053,-2.0682,,
GN5,34179,189.21322199,62.31785303900001,1.609606073265577,-99.0,-99.0,0.386425157051605,0.531172470153477,41.3544747423201,19.1558005956954,1.60885835692626,0.587587693902382,1.01218573387763,0.422872927618472,4.39206481594565,0.392056131767381,15.552236011591,0.637971051162613,12145.129963235413,9.374159102392912e+40,6.8196510679897505e+40,-1.7471570973336583e+43,-1.7471570973336583e+43,34179,53.0962094,-27.7525361,12.0988,12.0988,0.3013,0.0146458,0,0.75504,0.00761024,1.8,0.216308,1.27465,,,0.995,0.995,1,0.9285,10.18,10.798,0.764721,11.0466,-0.1899,-19.346049,-20.63306
GN3,27179,189.29775138,62.27560319999998,1.483099212646317,1.31058703374314,1.7081776084618798,-99.0,-99.0,10.9059702188093,1.06746442278559,2.82111234385353,1.47363275168447,2.59801915978844,2.29471124297491,4.08056040353416,2.08420399437953,3.89035855977967,1.46887312112209,10974.139537227755,-1.4264895015651913e+43,-1.4264895015651913e+43,2.4613105305854618e+41,1.8884228732546005e+41,27179,189.29775661,62.27560217,7.21413,6.589,0.9255,0.339152,0,0.354684,0.0469918,0.3,0.5941,0.8023,-20.327812,-20.887521,1.4868,1.4868,1,1.5122,9.62,7.21413,0.215086,-21.3767,-1.7823,,
GN3,27179,189.29775138,62.27560319999998,1.483099212646317,1.31058703374314,1.7081776084618798,-99.0,-99.0,10.9059702188093,1.06746442278559,2.82111234385353,1.47363275168447,2.59801915978844,2.29471124297491,4.08056040353416,2.08420399437953,3.89035855977967,1.46887312112209,10974.139537227755,-1.4264895015651913e+43,-1.4264895015651913e+43,2.4613105305854618e+41,1.8884228732546005e+41,27179,53.0980796,-27.7847214,0.0939614,0.1362,0.2,0.129548,2,0.072954,0.0212643,0.3,0.0176915,0.0312695,,,0.7892,-1.0,3,0.7892,7.5,0.0939614,0.0087614,-4.863,-1.4133,-15.475507,-16.087372
GN4,27179,189.29775138,62.27560319999998,1.483099212646317,1.31058703374314,1.7081776084618798,-99.0,-99.0,10.9059702188093,1.06746442278559,2.82111234385353,1.47363275168447,2.59801915978844,2.29471124297491,4.08056040353416,2.08420399437953,3.89035855977967,1.46887312112209,10974.139537227755,-1.4264895015651913e+43,-1.4264895015651913e+43,2.4613105305854618e+41,1.8884228732546005e+41,27179,189.29775661,62.27560217,7.21413,6.589,0.9255,0.339152,0,0.354684,0.0469918,0.3,0.5941,0.8023,-20.327812,-20.887521,1.4868,1.4868,1,1.5122,9.62,7.21413,0.215086,-21.3767,-1.7823,,
GN4,27179,189.29775138,62.27560319999998,1.483099212646317,1.31058703374314,1.7081776084618798,-99.0,-99.0,10.9059702188093,1.06746442278559,2.82111234385353,1.47363275168447,2.59801915978844,2.29471124297491,4.08056040353416,2.08420399437953,3.89035855977967,1.46887312112209,10974.139537227755,-1.4264895015651913e+43,-1.4264895015651913e+43,2.4613105305854618e+41,1.8884228732546005e+41,27179,53.0980796,-27.7847214,0.0939614,0.1362,0.2,0.129548,2,0.072954,0.0212643,0.3,0.0176915,0.0312695,,,0.7892,-1.0,3,0.7892,7.5,0.0939614,0.0087614,-4.863,-1.4133,-15.475507,-16.087372
GN3,34824,189.33346734,62.32333523000002,2.308632268434855,-99.0,-99.0,0.684079827968605,1.09388702130695,-99.0,-99.0,2.13538661550706,0.982900846053857,2.00947778826868,1.2078987128046799,3.5371488376514,1.27740852295654,11.607720455080498,1.13474016294505,18927.064008467856,4.6884727960345436e+41,2.9320118086004917e+41,-4.2432060877077966e+43,-4.2432060877077966e+43,34824,189.33347035,62.32332297,13.1934,10.02,3.9013,6.75155,0,0.605526,0.798792,0.5,0.32929,0.51629,-20.926807,-21.486568,2.30686,-1.0,2,2.4373,9.86,13.1934,0.23163,-39.3195,-1.7396,,
GN3,34824,189.33346734,62.32333523000002,2.308632268434855,-99.0,-99.0,0.684079827968605,1.09388702130695,-99.0,-99.0,2.13538661550706,0.982900846053857,2.00947778826868,1.2078987128046799,3.5371488376514,1.27740852295654,11.607720455080498,1.13474016294505,18927.064008467856,4.6884727960345436e+41,2.9320118086004917e+41,-4.2432060877077966e+43,-4.2432060877077966e+43,34824,53.0219608,-27.7500176,0.180664,0.4026,6.8961,5.98959,2,0.0522,0.0360812,0.0,0.0283636,0.034519,,,1.1703,-1.0,3,1.1703,8.02,0.180664,0.0249419,-6.07921,-1.0202,-15.383143,-16.386574
GN3,35204,189.27838695,62.326530233,2.097219711793285,-99.0,-99.0,0.569897301158394,0.412350017560399,-99.0,-99.0,4.09673191320123,0.5768729167611051,1.4188561835032,0.8489846305242961,9.859144064535279,0.937961401526972,20.4721188545419,0.734520705609277,16827.729932705344,1.3970421631180337e+41,1.9308124759539584e+41,-3.3541207289612104e+43,-3.3541207289612104e+43,35204,189.278393,62.32652435,46.43,46.43,0.8342,0.144029,0,0.135816,0.00577041,0.3,0.7206,1.03852,-21.27956,-21.877351,2.0972,-1.0,2,2.2065,9.95,54.0336,2.66634,34.259,-1.4288,,
GN3,35204,189.27838695,62.326530233,2.097219711793285,-99.0,-99.0,0.569897301158394,0.412350017560399,-99.0,-99.0,4.09673191320123,0.5768729167611051,1.4188561835032,0.8489846305242961,9.859144064535279,0.937961401526972,20.4721188545419,0.734520705609277,16827.729932705344,1.3970421631180337e+41,1.9308124759539584e+41,-3.3541207289612104e+43,-3.3541207289612104e+43,35204,53.0443756,-27.748269,0.766683,0.7848,3.4689,0.4995,2,0.276996,0.023839,0.2,0.265777,0.475786,,,0.9554,-1.0,3,0.9554,8.65,0.766683,0.0376538,-4.0512,-2.0421,-18.270936,-18.755828
GN3,32668,189.3213944,62.30646098799999,1.779707113509994,0.281296856154836,0.8100700907409151,1.83726467095252,1.44237416734432,-99.0,-99.0,3.87180721762417,0.8040244107964919,1.8733076143276601,1.1647750290349301,6.4710817778787595,1.23665739040936,13.5216832836101,0.9381080394471549,13750.308104922104,3.2628358390803535e+41,4.156128936569492e+41,1.8324827108509706e+41,6.363296601273147e+40,32668,53.145118,-27.7614432,0.100098,0.09888,0.6426,0.555069,0,0.219624,0.0934753,0.0,0.0183396,0.0232312,,,1.0346,-1.0,3,1.0346,7.36,0.100098,0.00111022,-12.8525,-2.0625,-16.229225,-16.74128
GN4,26304,189.3115321102167,62.27133179001452,1.631704534045434,7.294978753929151,1.20374631478694,1.6454469339484201,0.9691188918819099,46.2141182421351,8.76060372839409,1.23732373623363,1.09499145208236,1.48080374643425,0.661270846579095,6.99393854563828,0.725390004703568,13.3555106455479,1.13024917043315,12351.75252290649,1.7689951906832823e+41,3.003540367505286e+41,2.1972757517147833e+41,1.3315995013550802e+42,26304,189.31152864,62.27133299,85.9801,85.9801,2.6519,0.806954,0,0.36963,0.0683349,1.1,0.83762,1.43379,-21.019655,-21.923965,1.522,1.522,1,1.5877,10.54,80.0596,4.75637,78.5466,-1.1361,,
GN4,18633,189.3493450684482,62.23346280729702,1.623001749691004,-99.0,-99.0,0.23130235040026598,2.24486201186185,8.54678621871328,8.5331747973736,4.29438956061431,1.6327111896253501,5.762881534085129,1.71554092400851,4.1768439389010705,1.8246375862695599,4.43207521124909,1.4027690358962899,12270.309843581896,4.043832318423745e+41,4.1666165445073726e+40,-1.783358609164205e+43,-1.783358609164205e+43,18633,189.3493606,62.23346041,9.13859,21.69,1.3265,0.383954,0,0.566832,0.0861858,1.0,0.14245,0.43126,-20.527544,-22.153843,1.46083,-1.0,2,1.6522,11.01,9.13859,1.1892,-22.5464,-0.3336,,
GN4,25827,189.3110870542668,62.26830782048237,1.815265655586683,-99.0,-99.0,0.0638472728787948,0.602325991352632,-99.0,-99.0,1.71990020408301,0.754433177346905,1.61029321643313,0.597497579700906,3.01237458613612,0.526225339617461,6.6278285272793305,0.912460433848285,14089.94735339392,1.430680882893789e+41,1.5165387853753897e+40,-2.351507480001198e+43,-2.351507480001198e+43,25827,189.31108693,62.2683066,4.43944,5.493,0.2,0.00544898,2,0.487422,0.00319651,0.0,0.26619,0.30566,-19.716727,-19.962335,1.8954,-1.0,3,1.8954,9.01,4.43944,0.423851,-20.2918,-1.6508,,
GN4,24427,189.3707711817513,62.26168389989362,1.774389089958348,-99.0,-99.0,10.6003922975075,1.67830113307571,-99.0,-99.0,23.6846472110587,1.0373518698116602,5.3114638276358805,1.55107960221415,44.4683229913688,1.4182006381328098,138.640616454003,1.44795833203174,13699.629403645591,3.768599228695776e+41,2.3803016901411622e+42,-2.2230296833390223e+43,-2.2230296833390223e+43,24427,189.3707817,62.26168759,98.7208,98.7208,1.1034,0.742589,0,0.314598,0.0803384,0.3,2.53807,3.37027,-22.207099,-22.406489,1.777,1.777,1,1.0616,9.82,187.165,11.3449,69.7549,-1.4419,,
GN4,24427,189.3707711817513,62.26168389989362,1.774389089958348,-99.0,-99.0,10.6003922975075,1.67830113307571,-99.0,-99.0,23.6846472110587,1.0373518698116602,5.3114638276358805,1.55107960221415,44.4683229913688,1.4182006381328098,138.640616454003,1.44795833203174,13699.629403645591,3.768599228695776e+41,2.3803016901411622e+42,-2.2230296833390223e+43,-2.2230296833390223e+43,24427,53.0911396,-27.7957883,3.60534,4.994,3.6982,1.00017,2,0.042966,0.00828028,0.0,0.0414834,0.105235,,,0.2571,-1.0,3,0.2571,6.88,3.60534,0.433565,-122.533,-1.495,-19.185377,-19.292959
GN5,32712,189.141102049698,62.30693342945782,1.989084408083063,-99.0,-99.0,0.456508661089012,0.316845565119179,-99.0,-99.0,1.11542783181583,0.330495998185633,0.708572184889116,0.535251426831689,2.65675217888405,0.26608428469740303,8.39493308395449,0.383010284951449,15768.782071914005,9.426193793830715e+40,1.3581187751100828e+41,-2.945261945636599e+43,-2.945261945636599e+43,32712,189.14110197,62.30693252,8.48206,8.198,1.2193,0.223009,2,0.17307,0.00907951,0.1,0.21139,0.26849,-19.864799,-20.497529,1.5009,-1.0,3,1.5009,9.07,8.48206,1.22912,-26.3022,-1.4379,,
GN5,31400,189.1721824999999,62.29880746899976,2.326525654790457,-99.0,-99.0,1.63666982941923,0.425500173182008,-99.0,-99.0,2.20727856886555,0.395219815600334,0.632475163978366,0.46334545270838695,4.76688234448884,0.508121658670688,10.9032697649239,0.57309166302799,19106.393603694065,1.8584445635478165e+41,7.148434568335249e+41,-4.323993816861121e+43,-4.323993816861121e+43,31400,189.17219035,62.2988053,20.6358,37.16,2.3621,1.5208,0,0.081066,0.0175209,0.6,0.27206,0.59142,-21.267197,-21.98663,2.32676,-1.0,2,2.4609,9.98,20.6358,2.10765,-40.9815,-1.1232,,
GN7,17927,189.10311597,62.23017693300001,1.346439720844666,-99.0,-99.0,-99.0,-99.0,9.78875507176125,0.259522101538041,3.28749493670749,0.329238647914661,2.49359981464335,0.822508604876136,6.44153037459882,0.687360915241509,22.2190683135335,0.445114706421825,9733.701536756436,-1.122234651969444e+43,-1.122234651969444e+43,-1.122234651969444e+43,-1.122234651969444e+43,17927,189.10311374,62.23016703,5.16318,5.638,0.7203,0.410019,0,0.194544,0.0234539,0.0,0.44582,0.53822,-19.77774,-20.168014,1.31753,-1.0,2,1.3979,9.15,5.16318,0.575751,-17.0681,-1.5807,,
GN7,17927,189.10311597,62.23017693300001,1.346439720844666,-99.0,-99.0,-99.0,-99.0,9.78875507176125,0.259522101538041,3.28749493670749,0.329238647914661,2.49359981464335,0.822508604876136,6.44153037459882,0.687360915241509,22.2190683135335,0.445114706421825,9733.701536756436,-1.122234651969444e+43,-1.122234651969444e+43,-1.122234651969444e+43,-1.122234651969444e+43,17927,53.2192571,-27.8286037,0.0737718,0.07432,7.7779,53.0895,2,0.060108,0.335416,0.0,0.00562138,0.000259168,,,1.1083,-1.0,3,1.1083,7.64,0.0737718,0.000728458,-30.866,-2.0157,-15.385833,-16.964476
GN7,15120,189.13158909,62.21641090499999,1.718531936070902,-99.0,-99.0,1.58127004790076,0.536446622493173,-99.0,-99.0,1.55167482045806,0.524398332614704,1.19147573450581,0.489836294068161,4.20211900234486,0.439322188070637,13.8244212272855,0.611723027613852,13169.209357071766,1.1131106763170674e+41,3.2810879939525326e+41,-2.0542203517516247e+43,-2.0542203517516247e+43,15120,189.13160871,62.21640905,4.46554,4.242,0.4672,0.172859,0,0.191982,0.0136706,0.0,0.45386,0.45519,-19.940636,-20.209549,1.7388,-1.0,3,1.7388,9.16,4.46554,0.0674398,-20.7696,-2.0254,,
